r08_c14.png	row=8	col=14	bounds=1229,642,1285,693	pixels=1949
r08_c15.png	row=8	col=15	bounds=1296,630,1427,695	pixels=3501
r09_c00.png	row=9	col=0	bounds=11,734,91,802	pixels=3714
r09_c01.png	row=9	col=1	bounds=100,711,203,804	pixels=5053
r09_c02.png	row=9	col=2	bounds=208,713,286,809	pixels=3097
r09_c03.png	row=9	col=3	bounds=299,708,423,813	pixels=6009
r09_c04.png	row=9	col=4	bounds=338,706,354,728	pixels=62
r09_c05.png	row=9	col=5	bounds=378,708,393,730	pixels=60
r09_c06.png	row=9	col=6	bounds=396,758,408,775	pixels=21
r09_c07.png	row=9	col=7	bounds=437,692,555,813	pixels=9166
r09_c08.png	row=9	col=8	bounds=577,696,695,813	pixels=7985
r09_c09.png	row=9	col=9	bounds=707,700,902,814	pixels=16804
r09_c10.png	row=9	col=10	bounds=912,746,962,813	pixels=2249
r09_c11.png	row=9	col=11	bounds=965,767,1010,813	pixels=1372
r09_c12.png	row=9	col=12	bounds=1011,783,1042,813	pixels=482
r09_c13.png	row=9	col=13	bounds=1043,754,1092,813	pixels=1685
r09_c14.png	row=9	col=14	bounds=1095,768,1149,813	pixels=1288
r09_c15.png	row=9	col=15	bounds=1153,764,1183,813	pixels=556
r09_c16.png	row=9	col=16	bounds=1188,753,1201,769	pixels=29
r09_c17.png	row=9	col=17	bounds=1188,740,1233,812	pixels=1174
r09_c18.png	row=9	col=18	bounds=1238,773,1271,813	pixels=601
r09_c19.png	row=9	col=19	bounds=1272,731,1303,812	pixels=527
r09_c20.png	row=9	col=20	bounds=1305,731,1355,812	pixels=1703
r09_c21.png	row=9	col=21	bounds=1360,736,1429,812	pixels=1571
r09_c22.png	row=9	col=22	bounds=1452,714,1510,812	pixels=1561
r10_c00.png	row=10	col=0	bounds=13,835,94,911	pixels=1900
r10_c01.png	row=10	col=1	bounds=107,844,209,911	pixels=2217
r10_c02.png	row=10	col=2	bounds=211,833,297,911	pixels=1431
r10_c03.png	row=10	col=3	bounds=312,852,417,911	pixels=1215
r10_c04.png	row=10	col=4	bounds=439,865,499,911	pixels=607
r10_c05.png	row=10	col=5	bounds=466,854,478,872	pixels=20
r10_c06.png	row=10	col=6	bounds=508,863,526,884	pixels=77
r10_c07.png	row=10	col=7	bounds=509,861,614,911	pixels=2377
r10_c08.png	row=10	col=8	bounds=587,847,609,868	pixels=103
r10_c09.png	row=10	col=9	bounds=608,888,628,910	pixels=84
r10_c10.png	row=10	col=10	bounds=640,859,729,911	pixels=2194
r10_c11.png	row=10	col=11	bounds=650,859,662,874	pixels=18
r10_c12.png	row=10	col=12	bounds=699,846,717,866	pixels=49
r10_c13.png	row=10	col=13	bounds=723,893,746,911	pixels=84
r10_c14.png	row=10	col=14	bounds=763,878,777,891	pixels=18
r10_c15.png	row=10	col=15	bounds=769,860,847,911	pixels=1554
r10_c16.png	row=10	col=16	bounds=817,861,835,881	pixels=36
r10_c17.png	row=10	col=17	bounds=832,887,844,901	pixels=18
r10_c18.png	row=10	col=18	bounds=871,858,946,911	pixels=1268
r10_c19.png	row=10	col=19	bounds=927,881,943,900	pixels=35
r10_c20.png	row=10	col=20	bounds=979,857,1096,909	pixels=2485
r10_c21.png	row=10	col=21	bounds=1127,858,1212,909	pixels=1414
r10_c22.png	row=10	col=22	bounds=1257,877,1281,901	pixels=69
r10_c23.png	row=10	col=23	bounds=1286,862,1317,896	pixels=142
r10_c24.png	row=10	col=24	bounds=1286,893,1301,908	pixels=22
r10_c25.png	row=10	col=25	bounds=1329,871,1344,888	pixels=29
r10_c26.png	row=10	col=26	bounds=1387,887,1402,902	pixels=23
r10_c27.png	row=10	col=27	bounds=1393,861,1438,904	pixels=483
r11_c00.png	row=11	col=0	bounds=12,919,176,1008	pixels=10143
r11_c01.png	row=11	col=1	bounds=186,924,348,1004	pixels=9900
r11_c02.png	row=11	col=2	bounds=361,943,412,992	pixels=1594
r11_c03.png	row=11	col=3	bounds=408,943,457,992	pixels=1603
r11_c04.png	row=11	col=4	bounds=453,943,503,992	pixels=1593
r11_c05.png	row=11	col=5	bounds=499,943,548,992	pixels=1600
r11_c06.png	row=11	col=6	bounds=557,948,710,988	pixels=3679
r11_c07.png	row=11	col=7	bounds=716,948,747,988	pixels=592
r11_c08.png	row=11	col=8	bounds=742,948,773,988	pixels=587
r11_c09.png	row=11	col=9	bounds=785,943,835,992	pixels=1306
r11_c10.png	row=11	col=10	bounds=842,943,892,992	pixels=1293
r11_c11.png	row=11	col=11	bounds=900,944,949,992	pixels=1305
r11_c12.png	row=11	col=12	bounds=953,943,1002,992	pixels=1310
r11_c13.png	row=11	col=13	bounds=1006,943,1055,992	pixels=1303
r11_c14.png	row=11	col=14	bounds=1064,933,1116,1001	pixels=1855
r11_c15.png	row=11	col=15	bounds=1121,934,1166,1000	pixels=1547
r11_c16.png	row=11	col=16	bounds=1169,934,1214,1000	pixels=1577
r11_c17.png	row=11	col=17	bounds=1218,933,1261,1000	pixels=1594
r11_c18.png	row=11	col=18	bounds=1266,934,1318,1001	pixels=2074
r11_c19.png	row=11	col=19	bounds=1323,942,1460,993	pixels=4947
r11_c20.png	row=11	col=20	bounds=1462,932,1518,996	pixels=1999
